Company,Month,Revenue,Expenses,Profit
Taylor Inc,2006-08,48089.53,23950.52,24139.01
Cook PLC,2014-02,48664.14,24032.34,24631.8
Fields-Barrett,1985-06,73180.51,26737.42,46443.09
Young-Kane,2020-10,99981.85,59990.26,39991.590000000004
Fox and Sons,2017-03,74608.55,32906.62,41701.93
"Green, Torres and Nichols",2018-02,40997.97,35256.6,5741.370000000003
"Gillespie, Russell and Browning",2011-05,57743.79,57369.71,374.08000000000175
Chen Group,1992-10,95515.52,76155.6,19359.92
Jimenez and Sons,1989-04,93345.09,46227.41,47117.67999999999
Castillo-Wolfe,1979-01,25743.82,21825.68,3918.1399999999994
Dillon PLC,2018-02,64674.69,37084.93,27589.760000000002
"Aguirre, Barry and Lee",1982-07,95723.86,35921.02,59802.840000000004
"Taylor, Alvarez and Spencer",2000-06,48962.33,39883.12,9079.21
"Coleman, Mcbride and Taylor",1970-01,28529.06,19650.92,8878.140000000003
"Bishop, Smith and Cochran",2009-09,85630.4,53885.76,31744.639999999992
Sullivan-Delgado,2009-07,63787.78,45012.53,18775.25
Craig-Wilson,2012-01,36160.74,24087.69,12073.05
"Chang, Little and Freeman",2001-06,93294.46,15354.52,77939.94
Jennings-Melton,2015-10,88298.42,13604.33,74694.09
"Lawson, Cline and Robinson",2009-03,79084.95,45337.9,33747.049999999996
"Lopez, Hall and Madden",1971-02,78750.49,63237.86,15512.630000000005
"Mann, Cruz and Lopez",1988-10,20741.0,14932.28,5808.719999999999
Randall-Adams,2008-07,22841.02,16079.45,6761.57
Clayton-Rose,2014-07,28068.22,20028.05,8040.170000000002
Heath-Davis,2003-02,65199.14,15569.54,49629.6
Ayala-Lewis,1979-06,95662.59,18612.13,77050.45999999999
Griffin Inc,1976-07,67602.47,56725.9,10876.57
"Munoz, Rodriguez and Mcfarland",1977-01,18422.27,12945.77,5476.5
Welch-Martin,1995-05,29740.87,20381.64,9359.23
Farley LLC,2024-01,74895.48,19466.17,55429.31
"Cunningham, Burton and Logan",1990-06,14404.06,14297.8,106.26000000000022
"Clements, Robertson and Morales",1992-12,52634.39,50444.13,2190.260000000002
Hamilton-Warren,2022-01,15972.71,11004.11,4968.5999999999985
Ball Inc,1979-11,43776.78,38191.49,5585.290000000001
"Mccarthy, Foley and Bradley",2000-11,25368.0,22117.39,3250.6100000000006
Thompson-Moore,1994-11,59196.34,45438.05,13758.289999999994
"Watts, Lin and Williams",1991-10,47210.14,42428.33,4781.809999999998
Carter Ltd,2018-12,92032.51,49714.73,42317.77999999999
Keith Group,2017-02,44837.4,10265.89,34571.51
Guzman-Graves,2014-08,82907.24,61358.75,21548.490000000005
Bray LLC,2000-11,34011.33,15563.31,18448.020000000004
Mcdonald Inc,1996-01,61551.12,46601.28,14949.840000000004
"Martin, Richmond and Jordan",2019-07,76159.92,59829.78,16330.14
Evans and Sons,2023-05,52483.81,43187.48,9296.329999999994
Hudson-Williams,1999-02,52933.41,17630.68,35302.73
"Wood, Simmons and Miller",1970-02,92804.04,45817.34,46986.7
Gutierrez and Sons,1985-06,45618.83,26033.12,19585.710000000003
"Cox, Simmons and Howard",1980-01,77106.46,76057.52,1048.9400000000023
Brown-Ward,2016-04,84853.2,42495.11,42358.09
"Anderson, Ross and Carroll",2015-05,32530.36,14951.73,17578.63
"Roberts, Dixon and Torres",2000-05,28275.08,10106.64,18168.440000000002
Cruz-Pruitt,2008-03,90400.89,29184.7,61216.19
"Richardson, Cruz and Gonzalez",2021-11,38196.23,32278.86,5917.370000000003
Day-Oconnor,2005-09,73598.14,15661.33,57936.81
Lopez-Weber,1984-08,68828.54,61852.12,6976.419999999991
Adams LLC,2005-07,81259.24,75057.03,6202.210000000006
"Johnson, Gonzalez and Lopez",2024-04,51838.36,34126.7,17711.660000000003
Brooks and Sons,1990-06,74426.83,34879.28,39547.55
Erickson Ltd,1991-01,25629.37,11696.58,13932.789999999999
Mccullough PLC,1972-09,52126.7,46142.22,5984.479999999996
Parker Inc,1985-04,25965.5,19724.85,6240.6500000000015
Mcpherson PLC,2009-08,16629.54,11516.86,5112.68
Avery-Obrien,2001-05,95334.86,23368.47,71966.39
Hernandez-Smith,1970-09,45675.98,28553.1,17122.880000000005
"Brooks, Weaver and Banks",2005-05,17201.97,17093.69,108.28000000000247
Perez-Stark,2007-12,44852.34,18189.68,26662.659999999996
"Raymond, Mclean and Rivas",2015-03,84975.87,60170.01,24805.859999999993
Miller Inc,2002-01,44491.4,12105.59,32385.81
Smith-Cooper,2006-11,14976.64,10105.42,4871.219999999999
Anderson and Sons,2001-12,71335.44,47893.91,23441.53
Novak LLC,1991-08,85840.82,26485.31,59355.51000000001
Martin-Morgan,2006-05,51973.18,25662.41,26310.77
Davis Group,2009-04,81742.67,35776.44,45966.229999999996
Mills LLC,2004-03,70409.19,68605.63,1803.5599999999977
Williamson Group,1982-11,38498.92,15390.27,23108.649999999998
Horne and Sons,2016-11,10910.62,10525.34,385.28000000000065
"Thomas, Bradford and Evans",1981-05,73916.54,57389.39,16527.149999999994
"Gutierrez, Collins and Beltran",2019-07,54297.35,52331.68,1965.6699999999983
"Johnson, Jones and Smith",1979-03,13422.11,11092.31,2329.800000000001
"Melendez, Ponce and Knight",2023-08,17905.51,13760.08,4145.4299999999985
Davis Inc,1979-12,86439.11,86182.2,256.9100000000035
Nelson-Becker,2017-04,96078.96,82060.42,14018.540000000008
Brown Group,2020-02,77896.33,58987.5,18908.83
"York, Reyes and Howe",2004-08,87852.95,77848.57,10004.37999999999
Jones Ltd,2006-01,84261.9,83085.22,1176.679999999993
Gonzalez Inc,1989-10,76462.5,76286.18,176.32000000000698
Harris Ltd,1978-09,92541.69,16191.08,76350.61
Beard Inc,2009-07,29956.33,11343.74,18612.590000000004
Gilbert PLC,2002-09,40992.15,28188.15,12804.0
"Love, Carpenter and Anderson",1973-06,58643.3,40062.91,18580.39
Douglas LLC,1970-03,33772.41,12115.71,21656.700000000004
"Thompson, Novak and Jacobson",1972-08,73573.02,67615.19,5957.830000000002
Li Ltd,1985-04,42086.86,16717.69,25369.170000000002
Gomez Group,1977-11,66612.78,32997.52,33615.26
Wells-Cooper,2022-04,26458.16,10057.48,16400.68
Nelson PLC,2009-07,66334.54,36304.33,30030.209999999992
Wright Ltd,2007-10,13689.2,12602.29,1086.9099999999999
Maynard-Weaver,1976-12,78388.96,60217.54,18171.420000000006
Cole-Best,1980-07,38742.56,18091.89,20650.67
"Reese, Hampton and Thomas",2008-10,86057.36,18704.67,67352.69
"Reed, Le and Price",2015-06,65108.85,31919.05,33189.8
Johnson Inc,2003-06,43726.13,34158.82,9567.309999999998
Young Ltd,1989-01,58648.68,11188.33,47460.35
"Hardy, Torres and Nelson",1979-05,87169.25,75227.55,11941.699999999997
"Weber, Simpson and Jackson",1976-03,89800.83,88451.64,1349.1900000000023
"Wilson, Wong and Watkins",1971-06,69258.5,56040.98,13217.519999999997
Lucero-Cunningham,2012-03,78960.71,36003.66,42957.05
Eaton Inc,1989-05,47518.3,23584.84,23933.460000000003
Love Group,2023-02,17055.37,11895.48,5159.889999999999
Stanton LLC,1976-08,91365.61,59483.55,31882.059999999998
"Taylor, Palmer and Morrow",1980-05,77497.61,37561.12,39936.49
Pierce PLC,1990-09,17818.02,15876.27,1941.75
Martin LLC,1972-03,52846.51,23632.18,29214.33
"Riley, Alexander and Reyes",1979-07,25506.8,15139.64,10367.16
"Green, Clayton and Turner",1970-01,29735.5,10225.55,19509.95
"Lewis, Stewart and Crawford",1978-08,50565.13,47176.82,3388.3099999999977
"Shelton, Harris and Williams",2014-05,74441.48,60297.87,14143.609999999993
Garcia Ltd,1997-06,74133.19,57665.3,16467.89
Johnson-Adams,1974-02,98065.4,11910.2,86155.2
"Harvey, Torres and Horne",2022-06,31529.56,15747.87,15781.69
Ball-Ward,2005-06,36428.2,28039.87,8388.329999999998
Brandt-Cherry,1994-03,61032.01,13623.28,47408.73
"Shaffer, Mitchell and Riley",1985-10,29674.14,27537.88,2136.2599999999984
Jones Group,1975-07,97171.78,77318.68,19853.100000000006
Price Ltd,1977-05,29123.24,24503.5,4619.740000000002
Price Inc,1990-06,59101.02,35827.57,23273.449999999997
Mitchell-Vasquez,1991-08,29297.69,18151.96,11145.73
"Curtis, Hernandez and Duarte",2024-03,80972.96,44521.05,36451.91
Middleton-Foley,2000-11,71998.24,56980.66,15017.580000000002
Mccormick-Miller,1978-02,75846.45,60561.88,15284.57
Russell Ltd,1999-11,92379.51,74961.89,17417.619999999995
Patterson PLC,1976-03,91078.01,31323.11,59754.899999999994
Frey-Carney,2019-02,14030.29,13477.53,552.7600000000002
Franklin Group,2018-11,46937.74,24255.78,22681.96
"Perez, Robinson and Shelton",1975-05,33432.76,29969.07,3463.6900000000023
Dougherty-Boyle,2008-05,76486.51,12100.8,64385.70999999999
"Cooper, Alvarado and Barker",2016-02,18709.73,14412.98,4296.75
"Smith, Moore and Morales",1981-04,14441.92,12919.33,1522.5900000000001
Buck-Mccullough,1990-01,16575.12,15194.75,1380.369999999999
"Smith, Evans and Sanders",2013-10,60913.5,12326.68,48586.82
"Ramirez, Martin and Jackson",2012-07,99285.98,68813.74,30472.23999999999
Lutz-Wilkerson,1994-05,62711.99,60482.79,2229.199999999997
"Cortez, Scott and Thomas",1999-04,31694.79,21253.73,10441.060000000001
Johnston Group,1978-09,50116.89,15083.19,35033.7
Kemp-Moore,1988-11,44736.6,34692.29,10044.309999999998
"Sherman, Briggs and Clark",1997-10,46453.1,41679.51,4773.5899999999965
Sanchez-Lopez,2002-03,22227.76,17481.16,4746.5999999999985
Gonzalez-Dominguez,1982-04,60220.45,37886.21,22334.239999999998
King and Sons,2006-04,90226.13,78918.08,11308.050000000003
Sanchez-Mendez,1989-09,94445.01,69811.27,24633.73999999999
Barnes and Sons,2014-12,46498.5,41654.01,4844.489999999998
"Robinson, Long and Martin",2009-11,39832.17,33388.57,6443.5999999999985
"Norton, Williams and Owens",1985-01,95067.67,15002.77,80064.9
Pena-Hicks,1984-06,44124.91,18812.48,25312.430000000004
Wilson-Jefferson,2007-04,97829.25,73415.75,24413.5
Baird-Harris,1989-02,56055.1,34879.93,21175.17
Chandler PLC,1997-01,71799.39,39071.02,32728.370000000003
Mercado Group,2013-03,29976.34,10743.76,19232.58
Ingram PLC,1999-01,73553.66,32567.9,40985.76
"Solomon, Mercado and Thompson",1991-07,64736.9,59332.93,5403.970000000001
"Rogers, Richards and Smith",2019-04,35007.66,32441.63,2566.0300000000025
"House, Jones and Whitehead",2004-12,27147.4,23800.59,3346.8100000000013
Diaz-Lewis,1999-11,94803.92,26050.45,68753.47
Lopez PLC,2016-07,55207.07,43739.65,11467.419999999998
"Walsh, Collins and Fleming",2014-06,70133.33,48660.42,21472.910000000003
"Klein, Clarke and Fleming",2013-03,19963.44,14115.38,5848.0599999999995
Gould Inc,2001-01,92206.02,56190.59,36015.43000000001
James-Dalton,2005-03,13827.02,10712.78,3114.24
"Johnson, Baxter and Chan",1981-07,61333.96,37130.26,24203.699999999997
"Kelly, Morales and Gonzalez",1977-02,18310.22,13270.84,5039.380000000001
Patterson-Richardson,1976-08,98109.98,55837.48,42272.49999999999
Hayden LLC,1989-12,32077.36,15006.67,17070.690000000002
Leach-Carlson,2021-06,68149.34,44138.93,24010.409999999996
Green-Moreno,2022-10,51329.43,19402.46,31926.97
Cooper Group,1988-09,84233.9,83772.69,461.20999999999185
"Perry, Johnston and Johnson",1994-11,57748.73,14022.72,43726.01
"Ray, Rojas and Turner",1997-09,43299.91,28479.78,14820.130000000005
Hill and Sons,2009-10,45571.7,36418.57,9153.129999999997
"Love, Stephens and Myers",1982-03,23889.41,14765.78,9123.63
"Hartman, Sanders and Houston",2012-06,20429.85,14635.25,5794.5999999999985
"Johnson, King and Cole",2016-03,29162.63,28648.74,513.8899999999994
Jarvis-Jackson,2001-04,57734.19,38448.77,19285.420000000006
Weber-Lewis,1970-09,12808.46,12094.16,714.2999999999993
Johnson and Sons,2014-06,16807.36,12343.38,4463.980000000001
Daniels PLC,1991-12,17598.36,17051.55,546.8100000000013
"Welch, White and Ingram",1988-09,73231.92,24622.89,48609.03
Park Inc,2010-10,30351.13,23289.8,7061.330000000002
Gates Inc,2000-01,50210.61,23584.51,26626.100000000002
Richards Group,2015-05,70647.91,51029.14,19618.770000000004
"Arnold, Martin and Richardson",2009-02,47407.06,37048.85,10358.21
Cummings-Miller,2017-07,15504.99,12121.62,3383.369999999999
Fields-Gates,1993-02,93425.76,54673.7,38752.06
Donaldson Inc,2022-01,75920.7,42156.06,33764.64
Taylor-Manning,1983-02,88846.57,37235.55,51611.020000000004
"Arroyo, Fischer and Garcia",1983-02,98461.88,67478.52,30983.36
Duncan-Cruz,2003-06,74574.19,25838.37,48735.82000000001
Anderson Ltd,1983-07,84432.59,25835.95,58596.64
"Scott, Parker and Edwards",2008-05,39676.01,14301.25,25374.760000000002
"Smith, Martinez and Stewart",1975-03,17522.8,12395.39,5127.41
Hopkins-Trevino,1984-02,34608.35,16988.5,17619.85
Holland-Pena,2021-02,87537.18,17906.03,69631.15
Mitchell-Ferguson,2006-11,92343.31,20822.15,71521.16
Caldwell PLC,2007-01,18548.43,16342.91,2205.5200000000004
"Harris, Mcclain and Sullivan",2004-03,48796.48,26045.24,22751.24
Walker Group,2011-03,82187.06,49948.48,32238.579999999994
Norman LLC,1995-04,99807.39,59835.21,39972.18
"Boyd, Wilson and Berg",2013-12,89971.82,61949.75,28022.070000000007
Powell Inc,1996-12,89283.61,52357.81,36925.8
Schmidt-Gutierrez,2015-11,66233.7,24296.0,41937.7
Ruiz-Griffin,1980-09,28150.26,23220.05,4930.209999999999
Bartlett-Garza,1996-07,83406.32,56426.78,26979.540000000008
"Medina, May and Hawkins",1980-05,43343.42,15015.35,28328.07
Padilla-Welch,1993-07,81747.75,52606.77,29140.980000000003
"Watts, Robinson and Hubbard",2020-04,66356.1,47734.27,18621.83000000001
"Mendoza, Williams and Miller",2018-05,78810.11,54566.02,24244.090000000004
Hale PLC,1998-06,38503.36,19012.95,19490.41
Frederick and Sons,2014-06,15828.05,12679.44,3148.6099999999988
Benitez-Thomas,2017-09,10429.58,10023.82,405.7600000000002
Collins Ltd,2001-07,47523.82,46141.47,1382.3499999999985
"Burke, Vega and Jones",1978-07,28582.09,12033.1,16548.989999999998
"Barnes, Anderson and Wallace",1978-07,68361.53,63151.6,5209.93
"Smith, Adkins and Scott",2020-03,41839.26,16175.83,25663.43
Lewis Inc,1993-05,77339.89,47075.28,30264.61
Morrow-Santana,1981-11,68767.42,55311.57,13455.849999999999
Rosario-Massey,1979-01,70890.52,65096.41,5794.110000000001
David Inc,1989-11,61567.13,11257.24,50309.89
Duncan PLC,2009-05,13256.38,12447.26,809.119999999999
Quinn PLC,2013-06,85651.95,43345.1,42306.85
"Duran, Tucker and Gordon",2017-12,39157.73,36077.89,3079.840000000004
Malone Group,2011-09,31170.83,25683.13,5487.700000000001
Hernandez-Nelson,2017-06,62948.82,42285.21,20663.61
"James, Sampson and Salinas",1982-08,64953.34,41724.35,23228.989999999998
Mcgee-Harding,1996-11,79402.74,32026.23,47376.51000000001
"Carson, Smith and Wright",1982-06,11687.98,11227.64,460.34000000000015
Aguirre-Gilbert,2018-12,76927.63,57999.94,18927.690000000002
"Kennedy, Anderson and Baker",1990-09,77830.26,73376.74,4453.5199999999895
Gonzalez and Sons,1991-02,95572.2,61428.99,34143.21
"Mullins, Martinez and Hughes",2001-12,28813.61,25575.96,3237.6500000000015
"Bolton, Johnson and Sullivan",2019-03,42678.72,18190.3,24488.420000000002
"Webster, Allen and Weber",2020-02,60081.07,53971.57,6109.5
Hughes-Wood,1989-11,86017.07,62790.33,23226.740000000005
"Bailey, Duncan and Ponce",1979-09,55919.55,33249.81,22669.740000000005
Neal LLC,1974-07,57927.5,47865.96,10061.54
"Palmer, Davis and Schmidt",1999-06,23350.61,18214.45,5136.16
Lewis-Walker,2003-10,44965.57,36917.15,8048.419999999998
Mathis Group,1972-03,99032.04,92828.66,6203.37999999999
Watson PLC,1980-09,90859.8,43347.25,47512.55
Hunt-Buchanan,2000-07,35895.46,21770.74,14124.719999999998
"Lewis, Guzman and Kelly",1990-04,31441.48,27272.71,4168.77
Maldonado-Daniels,1977-04,96214.06,22474.07,73739.98999999999
"Bridges, Cook and Chase",1971-11,98995.64,39861.55,59134.09
Craig-Fisher,1989-12,79439.5,70171.35,9268.149999999994
Coffey-Johnson,1975-12,81472.2,70448.65,11023.550000000003
"Hall, Lewis and Stewart",1992-04,97701.2,52910.34,44790.86
"Garcia, Baker and Oliver",1999-10,77758.63,32971.03,44787.600000000006
Lopez-Edwards,2021-04,57199.96,39234.62,17965.339999999997
"Brock, Reynolds and Graham",1970-09,89336.84,34484.67,54852.17
"Cook, Williams and Williamson",2003-07,45598.89,35125.53,10473.36
Schmidt-Collins,2006-08,69867.9,38647.71,31220.189999999995
"Navarro, Ramirez and Reid",1970-08,11767.22,11402.16,365.0599999999995
"Kelley, Boyle and Mccullough",1991-09,64367.85,17078.43,47289.42
Williams-Santos,2007-03,46718.28,17156.37,29561.91
Simmons-Small,2002-05,73931.83,63308.74,10623.090000000004
"Green, Powell and Ponce",1982-05,85239.76,34205.32,51034.439999999995
Waters-Fox,2004-12,68826.98,32231.7,36595.28
"Heath, Martinez and Rasmussen",1994-02,22515.53,14297.98,8217.55
"Hill, Lynch and Wright",1970-07,26094.16,24909.02,1185.1399999999994
Stewart-Nolan,1993-08,63448.75,22095.65,41353.1
Quinn-Ramos,2010-04,78679.48,47864.46,30815.019999999997
"Morgan, Glenn and Floyd",1992-12,73464.22,16033.56,57430.66
"Smith, Orozco and Zavala",2020-09,35069.29,10374.12,24695.17
Curry Group,1987-05,25629.31,24717.23,912.0800000000017
"Long, Thomas and Acosta",1998-04,92521.88,36296.4,56225.48
Rodriguez Ltd,2015-06,61247.59,14188.0,47059.59
Gonzales-Morris,1986-06,27464.94,15558.39,11906.55
Flores-Lee,1973-09,26616.9,11458.61,15158.29
Hall and Sons,1978-09,31469.14,26194.48,5274.66
Williams PLC,1997-04,80277.83,71033.49,9244.339999999997
Day-Graves,2011-02,64873.52,55581.97,9291.549999999996
Williams Group,2015-01,22154.68,15503.94,6650.74
Park-Taylor,2006-10,84921.58,31274.23,53647.350000000006
Kemp-Kennedy,2019-10,99180.21,51148.17,48032.04000000001
Landry Ltd,1991-07,42775.36,22513.96,20261.4
"Wiley, Padilla and Diaz",2000-12,32746.03,24563.63,8182.399999999998
Green and Sons,2018-05,86123.16,31296.01,54827.15000000001
"Lewis, Brown and Barker",2017-09,87861.73,62265.08,25596.649999999994
Burke-Carter,1994-05,70885.87,28305.35,42580.52
"Williams, Wise and Mason",1980-12,29759.92,24422.31,5337.609999999997
Chambers LLC,2021-12,96139.98,85335.73,10804.25
"Reed, Fischer and Lambert",1976-09,63841.72,19846.54,43995.18
Holloway and Sons,2019-12,74407.56,42387.74,32019.82
"Yang, Cooper and King",1980-07,26373.72,12052.32,14321.400000000001
"Ramirez, Sellers and Gonzalez",2008-11,51174.17,17024.2,34149.97
Simpson Group,1972-02,93982.82,72884.64,21098.180000000008
Bell LLC,2004-04,16890.35,12881.59,4008.7599999999984
Jones PLC,1976-07,82154.54,18205.6,63948.939999999995
"Davis, Mitchell and Moore",1972-09,31606.55,27141.62,4464.93
Ross-Hoffman,2004-09,21362.53,20935.27,427.2599999999984
Brown Group,2004-06,10523.05,10330.86,192.1899999999987
Larson-Hogan,2013-04,29810.03,24864.97,4945.059999999998
Kennedy-Thompson,1995-07,94193.73,74878.42,19315.309999999998
"Shelton, Simmons and Harris",1990-05,10525.34,10164.78,360.5599999999995
"Norman, Logan and Martinez",2011-10,12336.7,11770.26,566.4400000000005
Sheppard Ltd,1979-12,78876.51,62305.24,16571.269999999997
"Johnson, Rhodes and Cuevas",1974-11,55330.95,49876.49,5454.459999999999
Dickerson-Lopez,2009-04,47298.47,26794.79,20503.68
"Mcgrath, Walker and Davis",2019-04,83307.44,15221.35,68086.09
Smith PLC,2024-03,73793.49,59805.55,13987.940000000002
"Ortega, Hahn and Velasquez",2023-12,49769.96,46195.64,3574.3199999999997
Cervantes LLC,2013-10,59954.76,46505.88,13448.880000000005
"Gomez, Edwards and Miller",2018-04,49684.66,44413.45,5271.210000000006
"Roberts, Morris and Bernard",1983-10,21080.55,11857.19,9223.359999999999
Brooks Group,1976-01,48526.15,17960.72,30565.43
Martin-Martin,1971-09,86492.78,27349.18,59143.6
"Mccarthy, Fisher and Williams",1982-04,95183.51,78937.86,16245.649999999994
"Chapman, Baldwin and Jackson",2012-09,75253.7,61463.61,13790.089999999997
Sandoval LLC,2000-03,51887.9,18269.2,33618.7
"Martinez, Johnson and Rubio",1973-12,57590.48,49206.44,8384.04
"Klein, Williams and Strong",1978-04,10412.06,10047.36,364.6999999999989
Hunter-Murillo,2003-11,56924.94,43837.74,13087.200000000004
